article_id‰full_name‰gender
b1ac863168ccc5034dd15633367e2261‰Mae Ngai‰female
a76d573c7ddacda32c50a4f8d590879c‰Jerry González‰male
5ed394fc890ba716da79443f36c9451a‰Janet Lawrence‰female
7ef4c0b4347568005c7f72117cf30001‰Esono Ebalé‰unknown
ad166372e28483195b23817ad4af11c3‰Xavier Vives‰male
18e895c423414272a4bbbf8502aaa6e5‰Le Pen‰female
e5e011ae1ca7877d93f5cef16a772391‰Emmanuel Mogenet‰male
d4d025c55bf87c6990e1334acc21daac‰Rafael Escobedo‰male
97ed06f15cc554e8b4759e4b269b5275‰Antonio Velarde‰male
97ed06f15cc554e8b4759e4b269b5275‰Christian Gortázar‰male
97ed06f15cc554e8b4759e4b269b5275‰Miguel Ángel Miranda‰male
97ed06f15cc554e8b4759e4b269b5275‰Velarde“Si se mata a la madre‰unknown
97ed06f15cc554e8b4759e4b269b5275‰Lorenzo Fabrizi‰male
90d0850bfc939e8f7375e079788a9a20‰Juan Pablo Pellicer‰male
90d0850bfc939e8f7375e079788a9a20‰Alejandro López Altuna‰male
90d0850bfc939e8f7375e079788a9a20‰Jordi Corominas‰male
90d0850bfc939e8f7375e079788a9a20‰Emma Martínez‰female
4dbc07ef97ee4be7774f5527c5f6a789‰Salvador Dalí‰male
4dbc07ef97ee4be7774f5527c5f6a789‰James Watson‰male
4dbc07ef97ee4be7774f5527c5f6a789‰Francis Crick‰male
0547da39b29aa8092feb702dbba36179‰Manuel Aznar‰male
f5e017f91cf509e2efe9ff977625b0a3‰Giovanni Sartori‰male
f5e017f91cf509e2efe9ff977625b0a3‰Raúl Cancio‰male
3052c5b3c5ebf48aa0d78bb29e69e986‰Coral Herrera‰female
f719c9ad5ff92756673a9253a2f24af1‰Geografía Social‰unknown
f719c9ad5ff92756673a9253a2f24af1‰Alastair Bonnett‰male
7329ad8d04ba0259312b847b03dc3a02‰Mamen de Juan‰unknown
db60969b1da51ccb92a78d7f83d06430‰Jana Bellin‰female
db60969b1da51ccb92a78d7f83d06430‰Klaus Lieb‰male
db60969b1da51ccb92a78d7f83d06430‰Leontxo GarcíaEl estudio‰male
d95e8c5f3eb0965cab1d48c207c94636‰Manuel Atienza‰male
d95e8c5f3eb0965cab1d48c207c94636‰Margaret Atwood‰female
54810e1d20a527a99d58db6e093d8446‰Luis Garicano‰male
8b83130355dd48fc4b94766dca7a066c‰Teresa Hernández‰female
8b83130355dd48fc4b94766dca7a066c‰Jesús Niño‰male
4aeecbbc9f4e766f988746647fba5b49‰Fridtjof Nansen‰male
4aeecbbc9f4e766f988746647fba5b49‰Julia S P Loe‰female
f9a0d26df7beccc882e740f6ef979f6b‰Cornelius Lambalk‰male
f9a0d26df7beccc882e740f6ef979f6b‰Marisa López-Teijón‰female
f9a0d26df7beccc882e740f6ef979f6b‰Roy Homburg‰male
7791f17608148e6514eb42d11aa6da1c‰Vicente Luis Mora‰male
5e5f943cae1ac76ed227cab8abf52098‰Roland Barthes‰male
5e5f943cae1ac76ed227cab8abf52098‰Albert Einstein‰male
5e5f943cae1ac76ed227cab8abf52098‰Vinciane Pirenne-Delforge‰female
5e5f943cae1ac76ed227cab8abf52098‰Ernest Renan‰male
5e5f943cae1ac76ed227cab8abf52098‰Antoine Compagnon‰male
5e5f943cae1ac76ed227cab8abf52098‰Margarita de Navarra‰female
5e5f943cae1ac76ed227cab8abf52098‰Mario Vargas Llosa‰male
e83b9afc8617146665bed0729f75abb0‰Lina Bo Bardi‰female
e83b9afc8617146665bed0729f75abb0‰Anatxu ZabalbeascoaSão Paulo‰unknown
e83b9afc8617146665bed0729f75abb0‰Ana EstebanTrinidad‰female
e83b9afc8617146665bed0729f75abb0‰Anatxu Zabalbeascoa‰unknown
648452d93f437dedf8543e4dfed2f4d4‰Pau Luque‰male
4caf3fab0ecdd0c938689bf451105258‰Roberto Garvía‰male
c53408ebb0032322004552a918b019a3‰Bernabé López García‰unknown
b5dc6083fee918995e5246caf921a428‰Harald zur Hausen‰male
b8410ac370e5e2744adcf216734b23a5‰Angus Deaton‰unknown
b8410ac370e5e2744adcf216734b23a5‰Anne Case‰female
697bed64b4c2defac884c68ab151d521‰Romain Caillet‰male
801847e509604cea770c080bd2fa7db1‰Satoshi Nakamoto‰male
eaf79737e3240cac0eb83070a709dcf5‰Pedro Nueno‰male
2f1488a669df68f24b24adfe102aaf9b‰Henry Buckley‰male
2f1488a669df68f24b24adfe102aaf9b‰Herbert Southworth‰male
06eb48ef7e679b87c236be288d573e4d‰Marcos Ríos Lago‰male
06eb48ef7e679b87c236be288d573e4d‰Gloria Mark‰female
06eb48ef7e679b87c236be288d573e4d‰Linda Stone‰female
06eb48ef7e679b87c236be288d573e4d‰Enrique Dans‰male
a796c8da57d18d2a81c2abc4f0b57648‰Exequiel Ezcurra‰unknown
a796c8da57d18d2a81c2abc4f0b57648‰Gerardo Ruiz‰male
f1763eb95cfbdb65b0296d61e34d982d‰Florentino Felgueroso‰male
6db5315ed5faf704356eac715c7be66b‰Thomas Huxley‰male
6db5315ed5faf704356eac715c7be66b‰Matthew Baron‰male
98c04f89d6a07d1dcd585cbca6c883c6‰Karlie Kloss‰female
f0322a8512b29ef19a8d20b6a540a811‰Costin Raiu‰male
f0322a8512b29ef19a8d20b6a540a811‰Vicente Díaz‰male
f0322a8512b29ef19a8d20b6a540a811‰José Manuel Olmos‰male
ff841f8611f3b983b95268d0a231bf03‰Grigory Rodchenkov‰male
5324ddd397bbbe56e2285cfc29545eec‰María Ramos‰male
9fe1e54cbd1a6d0c982428ac9039bef7‰Yara Shahidi‰female
282c663ef67dff9f114cc0ab51c0adee‰Ramírez Sunyer‰unknown
6d0fc38bfe866fc49f1dc1e728d5f183‰Ben Lehner‰male
80c82f159bd73e24eb19ac6ccea2fcab‰James Comey‰male
4d3b6f244331ee0403005ac4d8faf6cd‰Juan de Herrera‰male
4d3b6f244331ee0403005ac4d8faf6cd‰Felipe Rodríguez‰male
657a5cd9eefedcc575a2a86f37d0eb58‰Juanita Jiménez‰female
dc4f83aa1d3b16f09e10b74edc2713a6‰Sayfullo Saipov‰unknown
db7df1e9cc25592f8f344b2a3fdf67f3‰Timothy Garton Ash‰male
296896cbaf937b342ba4ac3287922ab1‰Florencio del Pozo‰male
296896cbaf937b342ba4ac3287922ab1‰Fabrizio de Miranda‰male
296896cbaf937b342ba4ac3287922ab1‰Alfredo Passaro‰male
8f8650cd97e41276acc0bf59119d62f2‰Sophie Le Callennec‰female
192a77532e4cc3bffaa84ee4b5d027b1‰Lola Huete‰female
3b165c2fa4997c78c65786955374ddda‰Lama Wangchen‰female
9f2afbae219983a341db4b61baaafc01‰Loles Rodrigo‰unknown
253a610bdb69157f021c10d7ca47000b‰Noelia Rivera‰female
253a610bdb69157f021c10d7ca47000b‰Lorea Bagazgoitia‰female
528e97025d9a181d9fff206206e29b9f‰Carlos Collado‰male
efa368c381cad8964137ecb8ada66f69‰María Jesús Callejo‰female
efa368c381cad8964137ecb8ada66f69‰María José Callejo‰female
aa4d96d7dd73e9fa4fe1ea65a715fde8‰anti-fructanos, anti-leche‰unknown
aa4d96d7dd73e9fa4fe1ea65a715fde8‰Peter Gibson‰male
6902fe5e770a56a221074c1bc033713a‰Verne José Manuel Nieto‰male
4d2bf536c658a4738f641168a93e3c4c‰Marilyn Monroe‰female
4d2bf536c658a4738f641168a93e3c4c‰José Antonio Aznar‰male
4d2bf536c658a4738f641168a93e3c4c‰Akiyoshi Kitaoka‰male
64c3027964fd3084d93d904a939c4d80‰Verne Zafira Castaño-Corsino‰male
212aa178fcb43d7c79f31a7c626abc80‰Jan Koum‰male
a423757915a4bc25b179f358d3580e59‰Manuel Hidalgo‰male
7f4c18dcfc3f7e77f7caf7e36e5cccb3‰Antonio Gallardo‰male
fa43659aae19381284b9eebd29c2155f‰Rosa Amelia Asuaje‰female
fa43659aae19381284b9eebd29c2155f‰Leopoldo López‰male
371ec622cee262ecdf81cd85c4b7598a‰José Enrique Abuín Gey‰male
371ec622cee262ecdf81cd85c4b7598a‰Abuín Gey‰unknown
26f42b4f7f8e7050a68ef89b1e21e38c‰Kerman Calvo‰male
eb1487c08cda037dd074aaff2c8daa6e‰José Álvarez Junco‰male
a4850344fcfd0e379b97a4cf4a48400c‰Leland Stanford‰male
a4850344fcfd0e379b97a4cf4a48400c‰Annie G‰female
a4850344fcfd0e379b97a4cf4a48400c‰George Church‰male
932e4dcaca097ef13117ad3715dd55cf‰Casa Juste‰unknown
cac36f170f4caa137cb274dd263138c2‰Julia Vidal‰female
c4ce10288827661d07eb9a351deb9f67‰Álvaro Bilbao‰male
f93e42cf8af53e9992793df0663abd3f‰CHRISTIAN PALMA‰male
f93e42cf8af53e9992793df0663abd3f‰Antonio Muñoz‰male
f93e42cf8af53e9992793df0663abd3f‰Carlos Obregón Santacilia‰male
f93e42cf8af53e9992793df0663abd3f‰José Villagrán García‰male
5b9cf697a0c2f97136483224bc6970f0‰José Cascón‰male
194ff96b3e7e8e606cd54c5446d53e40‰Tadao Ando‰male
a9570d508bb2e3eaf2e5b552be3ebf05‰Pablo García‰male
b7a31d5cb8cca65e2724760357d8b799‰Lorenzo Dávila‰male
4cfa7a32ba051986e9cecd1108638f27‰Juan Mena‰male
4e667efb668e3e6ebe41292861599e4c‰Rafael Alcaide‰male
c640a94209ab6ab36df51d56939ad01c‰Xiaolin Wang‰andy
c640a94209ab6ab36df51d56939ad01c‰Alexander Kellner‰male
f6628ae3af20d3a04a53c87fa8fe708d‰R Bueno‰unknown
f6628ae3af20d3a04a53c87fa8fe708d‰sor Juana Inés de la Cruz‰unknown
f6628ae3af20d3a04a53c87fa8fe708d‰Antonio Alatorre‰male
f6628ae3af20d3a04a53c87fa8fe708d‰sor juanistas”‰unknown
f6628ae3af20d3a04a53c87fa8fe708d‰sor Juana‰unknown
de6cab205467336d2700d1b0dc5c1b68‰David McGuire‰male
d4ea47dc9a074ce1c407e1563d53beda‰Acacio Martín‰male
5b049994e8cbf69f83f424b4d4a1fbb9‰Víctor Pérez Escolano‰male
5b049994e8cbf69f83f424b4d4a1fbb9‰Stanley Tigerman‰male
5b049994e8cbf69f83f424b4d4a1fbb9‰Helmut Jahn‰male
6eeb96c1782c1a8999fadda992aab3f3‰Raymundo Campos‰unknown
9ecb051add5e22b83e5d9db82abf9ffc‰Roy Baumeister‰male
9f0ad880bc76d34c3741c7e5ad7953d6‰Ángel de la Fuente‰male
99825aa98e5f234fcad66b936e21185b‰José Antonio Pascual‰male
99825aa98e5f234fcad66b936e21185b‰hermanos Grimm‰unknown
99825aa98e5f234fcad66b936e21185b‰Darío Villanueva‰male
b6437b65acb9337c8ff78dfa6708c2e6‰"href=""https://elpais com/internacional/2017/11/01/actualidad/1509541833_154237 html"">INTERACTIVO | Los"‰unknown
b6437b65acb9337c8ff78dfa6708c2e6‰J M ABADEl‰unknown
8b373ae55354ee71656ee7bc47bd459d‰George Edwards‰male
492e6ce55b761d87a04c10f17dbc0bb2‰Scott Aughenbaugh‰male
1a352adc7816911b5d92879609bd15e8‰María Rosario Llorente Pinto‰female
122e0535bccf52b5e5697dbdba64f438‰De la Joya‰andy
122e0535bccf52b5e5697dbdba64f438‰Javier López‰male
122e0535bccf52b5e5697dbdba64f438‰Francisco Nicolás Gómez Iglesias‰male
122e0535bccf52b5e5697dbdba64f438‰Ildefonso de Miguel‰male
37bbb94a809c6171c15cab9cdb3d64ef‰Ucelay da Cal‰unknown
5da29f3bf41228187b0f9fabad75bab4‰Enrique Moradiellos‰male
63af4696f4a2215dc12c2d10788a05b8‰Annie Thomas‰female
63af4696f4a2215dc12c2d10788a05b8‰Phil Bates‰male
cb42962ad27940fc3565f210c422e29a‰Kerry Hanson‰female
dc0949bec6baa3f412404cc6c95b0870‰Maurice Mimoun‰male
925df8923bff6d868952b3bf6b685bcf‰Eduard Baladia‰male
70ccae0897579241af32fa78bb76613c‰Samuel Sanchez‰male
2a600dfbbc49ddaeeec93367e9244efb‰Kathleen Vohs‰female
252633b647721f061a84fe5a3de1b177‰Alberto Saiz de Aja‰male
252633b647721f061a84fe5a3de1b177‰José Manuel Barrio‰male
252633b647721f061a84fe5a3de1b177‰Santa María‰unknown
47980fc67f1cac67c44f00d52dcd557a‰Beti Jai… Las‰female
47980fc67f1cac67c44f00d52dcd557a‰Miguel Ángel Troitiño‰male
527b35deb9f9de1b9098399ede505454‰Pep Canadell‰unknown
299ab01c9353c018152de20c561206d3‰Augusto Pérez‰male
dded541de81d6c3d514e9af9a5c10cd2‰Brenda Barattini‰female
5206e051c50522bee3f65183293bce17‰Adolf Tobeña‰male
55f5d0b06c03d7936d2c42f35d3d3b37‰Rafael Berbés‰male
867676828586c6ccfbff6e535c806100‰Francisco Riego Martín‰male
9efbe50efb5e52a36f46eea6c9740ef5‰Clarence Abiathar Waldo‰male
9efbe50efb5e52a36f46eea6c9740ef5‰Edward J Goodwin‰male
9efbe50efb5e52a36f46eea6c9740ef5‰Arthur Hallerburg‰male
90a2e03027ed1aa3f22c7c8017c17b04‰Umut Özkirimli‰male
295d6e398ef1c7841c7a2a9f80302b5c‰Enrique Cerrillo‰male
b31089a6ddba09609b50f1bfa367c79b‰Sanz Casado‰unknown
72a770f62efd3fea4887fc881e26eab6‰Paul Manafort‰male
72a770f62efd3fea4887fc881e26eab6‰James Comey‰male
60a53ca18861f66923b39382adeca106‰Elena Campos‰female
4c3a7d90e5c2cf4f7b2cefc5d2e24b46‰Ross A Klein‰male
e26b4f0245d8e120ef6110a956c4de2f‰Rafael Aranda‰male
e26b4f0245d8e120ef6110a956c4de2f‰Manfredo Tafuri‰male
e26b4f0245d8e120ef6110a956c4de2f‰Aldo Rossi‰male
e26b4f0245d8e120ef6110a956c4de2f‰Carme Pigem‰female
e26b4f0245d8e120ef6110a956c4de2f‰Ramón Vilaltab‰male
e26b4f0245d8e120ef6110a956c4de2f‰Pep SauHe‰unknown
4f980be3d9c1747c63cf6cb082d89f0e‰Conrad Wolfram‰male
0ca18404911708532e3c91658d7fb15c‰Maite Crespo‰female
0ca18404911708532e3c91658d7fb15c‰José Luis Pedreira Massa‰male
6f707d4f48041b7008b18ca34867a0f4‰Richard Dawkins‰male
9bc5e24a9ad76f28791a3ee20d799a42‰Antonio Relaño‰male
112160c35a7846f068470387be0e9524‰Luís Filipe Thomaz‰male
f5069f4d505df4275b8d2a73e02a40ee‰Estudio de Dos‰unknown
3c37f0cfbbe6042c098089d257370e53‰Anshul Gupta‰unknown
b66f3662114d09d982c5f4408ef6c415‰Álvaro García-Capelo‰male
a31434be0758f21f07f03a5c059a3be2‰Rafael Clemente‰male
37ba969b344ce8e782802694fb415d2e‰Judith Herman‰female
2341f4b82e39eb6fb641336c1608234d‰Juan Manuel Moreno‰male
2341f4b82e39eb6fb641336c1608234d‰José Antonio Monago‰male
ab7d18f62460bca36ca0af89ecf51819‰Josep Maria Trigo‰male
43fab020ebbd8fd236749aedf66952ad‰Félix Ovejero‰male
4341242a36353a989ac2a7f456f8f87f‰Elissa Epel‰female
4341242a36353a989ac2a7f456f8f87f‰Ana Rocamora‰female
7990c0731632cf80a6c95487e0a522f3‰Purificación Heras‰unknown
3c99753a6ef5daa3ea34923c3b38b26d‰Deborah H Gruenfeld‰female
3c99753a6ef5daa3ea34923c3b38b26d‰Dana R Carney‰female
5d63d91ebcf89aab9ef1eaf99f26f411‰Gil Hanse‰male
b4b07c7f5b940420277434bdb34c9a2e‰Angelique Luabeya‰female
b4b07c7f5b940420277434bdb34c9a2e‰Pierre-Alain Rubbo‰unknown
62a5177c2382fd9d2e82db25ff1dfac6‰Andrew Coates‰male
26a921ef59c4a1805abb5380750f2c92‰Katrin Westner‰female
7455046d47dcdc7d01fd1f117349eef9‰Oleguer Pujol‰unknown
e99142bb4bbbfa404cac51e838ea0557‰José Álvarez Junco‰male
e99142bb4bbbfa404cac51e838ea0557‰Carmen Iglesias‰female
efcb31bdc8e0b8a60a8cacf461513f10‰Pequeñas Mentirosas‰unknown
efcb31bdc8e0b8a60a8cacf461513f10‰Verónica Mars‰female
021849cba72d4b7e9867c539b0ee9c6f‰Raul Hilberg‰male
021849cba72d4b7e9867c539b0ee9c6f‰Adolf Eichmann‰male
021849cba72d4b7e9867c539b0ee9c6f‰Wolfgang Benz‰male
021849cba72d4b7e9867c539b0ee9c6f‰William Höttl‰male
99e3365f048639338f47b8afae89475a‰Mariluz Congosto‰unknown
db126000f7efe9adb875a9654d45c1c3‰Luis de Guindos‰male
2e2a9830172847ddff1f321389bc6b46‰María Martinón Torres‰female
2e2a9830172847ddff1f321389bc6b46‰Robin Hanson‰male
2e2a9830172847ddff1f321389bc6b46‰Ramón López de Mántaras‰male
2e2a9830172847ddff1f321389bc6b46‰Samuel H Sternberg‰male
f45b1f0cd5bc1bd2cf2c1eb27bad0ebe‰Elizabeth Pennisi‰female
8d5c810d896929650c99a9f7fd1b7e5e‰Rafael Rosell‰male
331403b8e21c37ae2533a81e9cc37c5c‰Pablo González“La diferencia fundamental‰male
331403b8e21c37ae2533a81e9cc37c5c‰Angès Levallois‰unknown
7c5c5478b381b7d7ca0be64c3cfa51be‰Amadeu Recasens‰male
02d4e743315214bd1ecdde1e556b7d4f‰GettyPara Ignasi Cebrecos‰unknown
02d4e743315214bd1ecdde1e556b7d4f‰Donald Unger‰male
61a29457d0540e48af423cbd587427eb‰Guadalupe Cordero‰female
61a29457d0540e48af423cbd587427eb‰Karina Cervantes‰female
d74e4e261125fc3fdacaa75c0c0ff2fc‰Darien Huss‰male
b074aa509f684da596a280f188a00919‰Vicente Arribas de Paz Jefe Servicio Urgencias del Hospital Universitario Sanitas La ZarzuelaSegún‰male
865d47e166eafa651cc3381d7cf690c6‰Francesc Núñez‰male
3558ce9b038d72de1157280de5422fde‰David Paravisini‰male
16a26028dbf4ad6764c6aa8ce03b807e‰Enrique Gaztañaga‰male
16a26028dbf4ad6764c6aa8ce03b807e‰Juan García-Bellido‰male
16a26028dbf4ad6764c6aa8ce03b807e‰José Antonio Font‰male
652ec657d2b9580e7df6695770e85a5a‰Gaietà García‰unknown
9546168918410817ee11ef32d16a85da‰Antoni Falguera i Sivilla‰male
9546168918410817ee11ef32d16a85da‰Pere Falqués‰male
3aa683ff42c76d33d4260627e9396098‰Gabriel Rodrigo‰male
3aa683ff42c76d33d4260627e9396098‰John McPhee‰male
3aa683ff42c76d33d4260627e9396098‰Darry Binder‰male
3aa683ff42c76d33d4260627e9396098‰Joan Mir‰female
3aa683ff42c76d33d4260627e9396098‰Jorge Martín‰male
3aa683ff42c76d33d4260627e9396098‰Juanfran Guevara‰unknown
3aa683ff42c76d33d4260627e9396098‰Romano Fenati‰male
5f59a3fb7aa11ccb6e283455c6180a6e‰San Pablo‰andy
5f59a3fb7aa11ccb6e283455c6180a6e‰Leo Baeck College‰male
5f59a3fb7aa11ccb6e283455c6180a6e‰Karen Armstrong‰female
adaac7d8e819f1317158603c66fd066f‰José Luis Iranzo‰male
cf0152231e7180a44cfabcbe47637340‰Bebé Pérez‰female
498fd4c4bce723faf9cecf51d5c1593b‰Regino Martínez‰unknown
498fd4c4bce723faf9cecf51d5c1593b‰Ramón Casillas‰male
94b8a05bff3cb40eafcc2a9fc64dae30‰Fátima Bosch‰female
94b8a05bff3cb40eafcc2a9fc64dae30‰Mireia Del Toro‰female
eff3d6c087fe8ef2fdc108fe82ccba32‰Lara Álvarez‰female
eff3d6c087fe8ef2fdc108fe82ccba32‰Jorge Javier Vázquez‰male
eff3d6c087fe8ef2fdc108fe82ccba32‰Donny Berger‰male
eff3d6c087fe8ef2fdc108fe82ccba32‰Mary McGarricle‰female
9fc460c19609755f9d844075abb41e57‰Sarah Bernhardt‰female
70cd6b169890c150abfd612d3b741672‰Mikel de Epalza‰male
dbe653adca21552335bb3ff30682fac3‰Ramón De Cangas Dietista-‰male
13a6aa6f91d655419bd6f3002074766f‰Andreu Viloca‰male
6b8228f193ef398ae12bac0e4cbe7d72‰Flora Silvestres‰female
7789cd056c6a5b6c632db160148897d8‰Louis Sullivan‰male
7789cd056c6a5b6c632db160148897d8‰Tom Pritzker‰male
d7ad8fee51ece8a11bceaad10241a462‰Joseph Paradiso‰male
d7ad8fee51ece8a11bceaad10241a462‰Jonhathan Rossiter‰unknown
d7ad8fee51ece8a11bceaad10241a462‰Stephen M Lipkin‰male
d7ad8fee51ece8a11bceaad10241a462‰Séan Ó hÉigeartaigh‰male
feaebe0b00a0ed085a8d49ecd1389c7a‰djan Bogosavljevic‰unknown
3156481f1a41a9ad89150fccf0e3d89a‰Yi Cui‰andy
889687dd697c0a748314080bfa9bc5b9‰Ivan de Araujo‰unknown
a9c5f7fccaea126baca69674da45cb02‰Jaume Peña‰male
8846ab03e7eef3d3e49ae7ef25712aae‰Jennifer L Lavers‰female
8846ab03e7eef3d3e49ae7ef25712aae‰Jennifer Lavers‰female
8846ab03e7eef3d3e49ae7ef25712aae‰Alexander L Bond‰male
4d20b6336225dc36e693aebdad50bbb7‰Josep Lluís Trapero‰male
3adf714d4404d919ada20477d7ed3ab8‰Mané Espinosa‰female
3adf714d4404d919ada20477d7ed3ab8‰Joan Massagué‰female
3adf714d4404d919ada20477d7ed3ab8‰Xavier CerveraAlgunos‰male
3adf714d4404d919ada20477d7ed3ab8‰Manel Esteller‰male
3adf714d4404d919ada20477d7ed3ab8‰Joan Guinovart‰female
48cd264738836f7209bf1f0111f05b8a‰Michael Flynn‰male
344e3e251f0bc35034bfb29c24adcbfd‰Percy Fernández Dávila‰male
d4e4a370c95ecd5a1a20addea1c03b51‰Yoweri Museuevi‰unknown
ac01b8cc632202a6aa0ec51bd65ebb8d‰Yıldız Ötüken‰female
f0943bb9269bd1cefe3e34d472b66699‰Francesc de Paula Cardona‰male
b11db06bc5e928d2d51123fd2fda337d‰Ahmet Üzümcü‰male
3e89dc05403d86b57d160c2e9b416269‰Jaume Comellas‰male
1f2e618045d7be5239e8d5b2d8e84068‰Fabián Estapé‰male
afe20c1d7da807c233edd672cd9d737d‰Philip T Ninan‰male
afe20c1d7da807c233edd672cd9d737d‰Richard Bloch‰male
afe20c1d7da807c233edd672cd9d737d‰Sy A Saeed‰male
afe20c1d7da807c233edd672cd9d737d‰Cornel N Stanciu‰male
afe20c1d7da807c233edd672cd9d737d‰Isabel Giralt‰female
afe20c1d7da807c233edd672cd9d737d‰M Penders‰unknown
afe20c1d7da807c233edd672cd9d737d‰Alexander M Schoemann‰male
6386c5dec0e84197bb4f93dbbc50e8b9‰Kevin Spacey‰male
697f71d982e254fbee5c9158da5828b6‰Gay de Liébana‰male
cf7bd7d2c7b583b774c22cc9e6233aec‰Juan José Vicente Baños‰male
e0da6651663d5396320d27ebcbed0ff0‰Fernando Suárez‰male
e0da6651663d5396320d27ebcbed0ff0‰Miguel Ángel Aparicio‰male
b1c37ebefe8a3c1b4167c438b20de694‰Roger Sala‰male
318355c5e47189da4b2f867f10826f65‰Marleen Seilheimer‰female
318355c5e47189da4b2f867f10826f65‰Ruth Buscombe‰female
318355c5e47189da4b2f867f10826f65‰Monisha Kaltenborn‰female
d529c65a8b05899eecac62985af219a3‰Fèlix Millet‰male
b1adaefef816b4ab599a5277030ab18f‰Francisco Marco‰male
9d8bce8623edc145d136811d6f080d07‰Gay de Liébana‰male
c21b27c156a1ee7e4286459068e04770‰María Esperanza‰female
fc5af60ad7f56d1b2c569015b24784bc‰Maria Luisa Luciani‰female
fc5af60ad7f56d1b2c569015b24784bc‰Narciso Franceschi‰male
fc5af60ad7f56d1b2c569015b24784bc‰Elso Frediani‰male
fc5af60ad7f56d1b2c569015b24784bc‰Luca Franceschi‰male
7a7c08599138cf61fae6c7b583ed3596‰Hipodamo de Mileto‰unknown
b3b3a9feaec242064fbe5315f0e1323d‰Miguel Cardenal‰male
b3b3a9feaec242064fbe5315f0e1323d‰Juan Padrón‰male
b3b3a9feaec242064fbe5315f0e1323d‰Gorka Villar‰male
96ee170e2718385c06ae8b6d941be21d‰Bernat Armangue‰unknown
c4d402b63a12aa2420ce436d7713237d‰Helena Nordenstedt‰female
89227a67382a51b650f476c48af7642f‰Giuseppe Polverino‰male
89227a67382a51b650f476c48af7642f‰Giuseppe Simioli‰male
36be15f70e11c1daae6aaf99ee870b4f‰Mercè Solernou‰unknown
48ab36feb5e6d67a1d264b71de24a454‰Pujol Ferrusola Jr‰unknown
48ab36feb5e6d67a1d264b71de24a454‰María Victoria Álvarez‰female
94e80957031fa5fa33ecd5744244ce40‰Simon Moore‰male
7556e95910263a364c0edbd5d0a0fd07‰Ahmad Shah‰male
ddb779cd3d73ff00ad39e4126b96c608‰Jerónimo Lorente‰male
ddb779cd3d73ff00ad39e4126b96c608‰José Manuel Moreno‰male
ddb779cd3d73ff00ad39e4126b96c608‰Kerry Emanuel‰female
f36c591c4867e49023a7120c4217807a‰Isabel Rodà‰female
b3f956ebb20fb7eecf9af555c854ecc9‰Alan Tomlinson‰male
c9754754ec2043d59be382f7359a4b7d‰Jenna Fountain‰female
c9754754ec2043d59be382f7359a4b7d‰Emily Kask‰female
e55cb5c38346a5c3d6279b86e37245de‰Alejandro de la Sota‰male
1182c85db9b0c58b13271b01dbc827d7‰Josep Ginesta‰male
84af8056b5b86b37b46683f9d5f83136‰Frank Gehry‰male
84af8056b5b86b37b46683f9d5f83136‰Mark Zuckerberg‰male
b937050cba8bb0b31b2cac98ecd4e105‰Lori Marino‰female
a8d6a32c6dcd57f69c354e113af7e518‰Maurice Wilkins‰male
a8d6a32c6dcd57f69c354e113af7e518‰Watson el Nobel‰unknown
a8d6a32c6dcd57f69c354e113af7e518‰Aspasia de Mileto‰female
edacee14d67f9b1d38a5d9b542636467‰Albert Bargués‰male
24e718f998f905464eec79efaf3111af‰Hanan Al Hroub‰female
24e718f998f905464eec79efaf3111af‰David Calle Profesor‰male
24e718f998f905464eec79efaf3111af‰Nancie Atwell‰female
f78677a59f95cf0d47a48833c71b3fd8‰Felipe Murgas‰male
f78677a59f95cf0d47a48833c71b3fd8‰James Webb‰male
b0152c259f24a04df491df031da7902e‰Gay de Liébana‰male
42a0185804b37cb86fa3164658d5ed87‰Joaquín Saldaña‰unknown
8d9f9f2969a726fd53b20b37770c1959‰Seth Hutchinson‰male
bf71150a2776d992e11393bdccca4aa9‰Léonard Janer‰male
d620ce12abc69018fc804ee3aac5ca72‰Alicia Esteve‰female
d620ce12abc69018fc804ee3aac5ca72‰Le Parisien‰female
75e0ab8a70ec24102ec7bbf127bb7672‰César Morcillo‰male
75e0ab8a70ec24102ec7bbf127bb7672‰Dean Burnett‰male
903e40116020d4289984a055f849ddaf‰Albert Agustinoy‰male
903e40116020d4289984a055f849ddaf‰Cuatrecasas Gonçalves Pereira‰unknown
65d98bbf3e38c714639ddcd33634b93d‰Xavier Triadó‰male
65d98bbf3e38c714639ddcd33634b93d‰Teresa Moreno‰female
a995fee0a7848ab8f0d386f1760641f0‰Efe Scott Sagan‰male
94a7bd84cdd5b9f72222b3f541a501fc‰Franklin Foer‰male
2fa104904fe7487cea2b91d1a4ed55e4‰Nicole St‰female
91d665102ca8fd4df83b7aae3bb48521‰William Hirst‰male
91d665102ca8fd4df83b7aae3bb48521‰Alin Coman‰male
8b458e2060389f353eb9155ab6fc93e7‰Javier Hernández‰male
bd347ae7bd228c63aa60d5bce10e037b‰Big Vang Alberto G Fairén‰unknown
bd347ae7bd228c63aa60d5bce10e037b‰Olga Prieto‰female
bd347ae7bd228c63aa60d5bce10e037b‰José Francisco Salgado‰male
bd347ae7bd228c63aa60d5bce10e037b‰Josep Maria Trigo‰male
cd724af898e70c130af74f020933f022‰Peter Vereš‰male
4b00c1ae8312389eb791125680e331f9‰Severiano Delgado Cruz‰male
539d8921912aa425ef0b852759d38f82‰Peter Eisenman‰male
